year,patent_id,wipo,query_type,query_text,attempt_used,query_word_count,leak_overlap_count,leak_overlap_ratio,leak_query_ngram_count,status
2025,12214141,13,function,"System that schedules circadian‑shift activities (light, chronobiotics, nutrition, exercise, rest) to align a future therapy time with a user’s optimal circadian window, using phase data to generate timed visual/sound alerts.",1,33,0,0.0,24,ok
2025,12311494,26,summary,Search for patents describing dual‑frequency pressure modulation polishing head with friction monitoring to discern layer removal order and adapt process parameters.,2,22,0,0.0,16,ok
2025,12311494,26,keyword,"Investigate wafer polishing systems employing a carrier head that applies orthogonal, frequency‑modulated pressure to separate substrate zones, utilizes in‑situ friction sensing, distinguishes modulation frequencies to detect which zone clears first, and dynamically adjusts polishing settings.",3,37,0,0.0,28,ok
2025,12311494,26,function,"Polishing apparatus applying two orthogonal, modulated pressure patterns to distinct surface zones, employing integrated friction sensor signals to separate frequency components, quantify each zone's material removal, identify which zone clears over‑coat first, and auto‑adjust polishing variables accordingly.",2,40,0,0.0,33,ok
2025,12221217,32,summary,"hybrid aerial vehicle using an internal combustion engine to power a generator that supplies two electric motors, each driving a rotor; rotors are linked via gear coupling with inclined axes for efficient thrust generation.",1,34,0,0.0,24,ok
2025,12221217,32,keyword,"Hybrid electric aero vehicle with internal combustion motor driving a generator linked to dual electric motors, each powering separate rotors whose shafts are connected via a gear reduction unit with inclined axes 5–20° to vertical.",2,36,0,0.0,26,ok
2025,12221217,32,function,"Search for aircraft using a combustion engine to power a generator feeding two electric motors that drive separate rotors linked by a gear coupling, with inclined rotor axes (5‑20°), enabling efficient hybrid rotary propulsion.",1,35,0,0.0,24,ok
2025,12427197,16,summary,Search for methods controlling nanoparticle size via borate–borohydride ratio in cobalt reduction and subsequent core–shell or hollow synthesis through low‑oxygen metal exchange.,2,25,0,0.0,19,ok
2025,12427197,16,keyword,"Search for cobalt nanoparticle synthesis methods controlling particle size by adjusting the tetrahydroxyborate/borohydride ratio in a sodium borohydride reduction, and techniques forming hollow metal nanospheres via anaerobic galvanic exchange on cobalt‑based seeds.",3,34,2,0.08,25,failed_constraints
2025,12427197,16,function,Search for processes that control nanoparticle size by adjusting borate-to-borohydride ratio in sodium borohydride solutions and subsequently fabricate cobalt cores with metal shells via oxygen‑free redox exchanges to create hollow metal spheres for catalytic or biomedical applications.,2,40,0,0.0,28,ok
2025,12379108,27,summary,"Search for turbine combustion chamber control systems that use separate compressor discharge air streams for head‑end, middle and downstream injector groups, with downstream injector air higher than upstream, and that deactivate downstream fuel injection at low load to improve combustion stability and reduce emissions.",2,45,0,0.0,33,ok
2025,12379108,27,keyword,"Search for gas turbine combustor designs featuring a head‑end fuel nozzle, staggered axial injection stages, each with dedicated air supply from a compressor discharge plenum, where downstream injectors receive higher airflow and enable fuel throttling between 0 and 20% of rated load.",3,43,4,0.12903225806451613,31,failed_constraints
2025,12379108,27,function,"selective fuel and air distribution to staged injectors in a combustion liner, with an upstream head injector and downstream injector groups receiving different air rates, enabling load control by shutting off fuel to downstream injectors at low and medium load ranges.",2,41,0,0.0,28,ok
2025,12376412,8,summary,"Develops a two-layer semiconductor structure where a cell array lies beneath an overlay of pad and wiring layers, enabling precise bonding of overlapping components; pad positions and crossing wiring lines are arranged to minimize overlap conflicts and improve interconnect density.",1,41,0,0.0,28,ok
2025,12376412,8,keyword,"Semiconductor device with overlapping cell array layers, aligned row and column pads bonded via planar interface, multiple wirings connecting first, second, third cells, insulating members at joint surface, cross‑grid wiring topology.",3,32,0,0.0,27,ok
2025,12376412,8,function,"seeking prior art on semiconductor substrates with overlapping chips bonded via pad and insulator interfaces, featuring row and column wiring that crosses to connect multiple cells, for dense integrated sensor or display configurations",1,33,0,0.0,23,ok
2025,12195199,32,summary,"Search prior art for a fluid‑cylinder based self‑leveling stand that couples multiple hydraulic or pneumatic legs sharing a common reservoir and uses passive locking valves to isolate flow, balancing load automatically without electronic controls, suitable for UAV or stationary platforms.",1,42,0,0.0,31,ok
2025,12195199,32,keyword,"Search for prior art on multi‑leg, fluid‑cylinder self‑stabilizing platform for UAVs and fixed equipment, featuring a shared fluid reservoir, independent piston rods, parallel flow lines, and a passive locking valve that blocks fluid transit when a cylinder compresses, without electronic controls.",2,44,0,0.0,32,ok
2025,12195199,32,function,"Search for a hydraulic support system that uses paired fluid cylinders sharing a reservoir with passive locking valves to equalize platform height and stabilize aerial or static equipment without electronic control, automatically adjusting when one cylinder is compressed.",3,38,0,0.0,26,ok
2025,12357776,13,summary,"Search for inhalation device with housing and airflow passage, incorporating a flow‑regulating element upstream, a breath‑sensing detector using pressure monitoring, and a controller that triggers a lower‑rate medicament release when inspiratory airflow reaches a set threshold.",1,39,0,0.0,26,ok
2025,12357776,13,keyword,"Search prior patents for a medicated inhaler with a housing defining an air passageway, an upstream pressure sensor feeding a microcontroller, a flow‑limiting orifice controlling volumetric airflow, and a breath‑triggered medicament ejector delivering a lower‑volume dose when inhalation flow exceeds a preset threshold.",2,46,0,0.0,31,ok
2025,12357776,13,function,"Search for medical inhalers employing a flow‑regulating component to cap airflow, a pressure sensor upstream of the regulator linked to a controller that triggers a breath‑activated delivery system when inhalation flow falls below a preset threshold, enabling precise medication dosing.",3,42,0,0.0,28,ok
2025,12256334,4,summary,How does a system adjust a cell’s uplink transmit setting by measuring SINR and increasing or decreasing its power parameter accordingly to keep received signal quality within desired limits?,2,30,0,0.0,20,ok
2025,12256334,4,keyword,Search for methods of adjusting uplink transmit power in cellular networks by comparing measured signal‑to‑interference‑plus‑noise ratio to a stored uplink power setting and computing a new power command for user equipment.,1,35,0,0.0,23,ok
2025,12256334,4,function,"Computer‑driven procedure for uplink power management in cellular networks: the system measures the signal‑to‑interference‑plus‑noise ratio, contrasts it with the current power‑control coefficient, then raises or lowers the coefficient to tune user equipment transmit power for better link stability.",1,44,0,0.0,30,ok
2025,12418757,2,summary,"How can a multi‑unit hearing aid system use proximity sensing of a paired mobile device to automatically shift sound settings from passive ambient noise to a personalized speech‑enhancement mode, coordinating preset changes across devices?",1,36,0,0.0,27,ok
2025,12418757,2,keyword,"Search for hearing aid systems that use an onboard sensor to assess proximity to a smartphone, automatically switch from ambient noise to a voice‑enhanced noise‑canceling preset, and coordinate preset changes via processor‑controlled logic and non‑volatile memory.",2,40,0,0.0,27,ok
2025,12418757,2,function,hearing aid sensor mobile device proximity determination threshold preset switching ambient noise to voice‑amplified noise cancellation with dual-device preset change processor logic,1,24,0,0.0,20,ok
2025,12296471,25,summary,"How to search for prior art on robotic assistants that solicit nearby devices to execute tasks or provide additional data, based on suitability criteria such as power state, proximity, or performance efficiency, using audio or other input to trigger the partner device?",1,42,0,0.0,28,ok
2025,12296471,25,keyword,"Search for prior art on mobile robotic units that assess peripheral device power and proximity to delegate tasks, using spoken invocation phrases and audio transmission to initiate remote assistant execution, evaluating efficiency and accuracy for operation fulfillment.",2,37,0,0.0,26,ok
2025,12296471,25,function,"How can a mobile robot evaluate neighboring devices' states to decide whether to outsource tasks or request information, based on factors such as power status or proximity, then send audio prompts to trigger the nearby device to execute the operation?",2,40,0,0.0,27,ok
2025,12217671,2,summary,"pixel driver with synchronous switching and sensing transistors on a scan line that, in a detection phase, floats the driving transistor’s gate and source and uses a storage capacitor to hold the gate‑source voltage for precise mobility compensation.",1,40,0,0.0,23,ok
2025,12217671,2,keyword,"A display pixel driver with scanning and sensing lines, a driving transistor linked to a storage capacitor, and a switching transistor, employing a reset switch for pre‑charge, then turning the sensor on and switch off to float the gate‑source for mobility compensation.",1,44,0,0.0,26,ok
2025,12217671,2,function,"Pixel driving circuit employing a floating gate-source state, switched by sensing and switching transistors, using a storage capacitor to stabilize gate-source voltage for compensating driving transistor mobility and achieving precise pixel voltage driving.",3,35,1,0.038461538461538464,26,failed_constraints
2025,12237133,1,summary,"Search for a current-sensing circuit breaker that uses a pivoting bar with an external downward stop and inclined surfaces, combined with a spring‑loaded alloy contact plate, to maintain maximum insulation separation even after thermal fatigue or micro‑cracks, enabling controlled relay operation.",2,44,0,0.0,31,ok
2025,12237133,1,keyword,"trip overload protection switch with seesaw lampshade, protruding stop block, elastic leaf, binary alloy conductive plate, temperature‑induced deformation, maintaining insulation distance, two‑position reset mechanism, moving rod linkage, pivot hole, spring leaf operation, fatigue‑resistant conductive material.",3,38,4,0.11428571428571428,35,failed_constraints
2025,12237133,1,function,"Search for load‑overcurrent protection devices using a seesaw cam with reverse‑restart capability; they feature a protruding block and elastic leaf to lock ON/OFF positions, preserving insulation distance when binary alloy contacts fatigue.",1,35,0,0.0,24,ok
2025,12278537,1,summary,"Method for tuning vibrational resonance of an electromagnetic harvester by positioning a hinge‑mounted magnet relative to an opposing stationary pole, using magnetic repulsion as the restoring force, and adjusting distance or magnetic flux to achieve a target frequency.",1,39,0,0.0,24,ok
2025,12278537,1,keyword,"Search for electromagnetic vibration‑to‑electricity harvesters featuring a coil on a magnetic core, a freely rotating hinge‑magnet system, a repulsive stationary magnet, offset mass center, and adjustable magnet spacing based on flux for target resonance frequency.",3,38,0,0.0,26,ok
2025,12278537,1,function,"Search for methods that tune the resonance of electromagnetic vibration harvesters by positioning a hinged mobile magnet with offset center of gravity against a stationary magnet, using their magnetic flux to adjust repulsive restoring force and thus control coil output voltage.",2,41,0,0.0,27,ok
2025,12207424,1,summary,"Search for flexible display mounting systems that wind the panel with an extended roller, employ a lead screw driven by dual gearboxes on opposing sides of a support frame, and use a vertical slider attached to the panel’s terminal bar.",1,41,0,0.0,24,ok
2025,12207424,1,keyword,"Search patents featuring a flexible OLED display mounted on an elongated roller, driven by a lead‑screw assembly powered via coupled gearboxes, with a vertical frame and slider that winds/unwinds the panel while maintaining a fixed bar attachment.",1,39,0,0.0,26,ok
2025,12207424,1,function,"Search for prior art of a flexible display device using a winding roller, a vertical lead‑screw driven slider, and coupled gearboxes that adjust the panel’s end bar position for controlled unwinding.",1,33,0,0.0,21,ok
2025,12299533,6,summary,"A procedure that maps a quantum circuit to a factor graph of Boolean variables, computes the output probability as an exact partition function of a classical Ising model, and uses this evaluation to validate quantum hardware performance.",3,37,3,0.14285714285714285,21,failed_constraints
2025,12299533,6,keyword,"Simulation of quantum circuits by representing gates as unitary matrix products and computing measurement probabilities via the exact partition function of an interacting spin network, applying inference algorithms on a corresponding graphical model, for calibration, validation, or benchmarking of quantum processors.",3,41,2,0.07407407407407407,27,failed_constraints
2025,12299533,6,function,"Searching for approaches that map quantum circuit gate sequences to unitary matrix products, express output probabilities as classical Ising model partition functions, apply exact graphical model inference to compute probabilities of specific bit strings, and use results to calibrate, verify or evaluate quantum processors.",3,44,1,0.030303030303030304,33,failed_constraints
2025,12419924,16,summary,"Method enhances patient‑derived tumor vaccine by fusing it with an oncolytic virus, then harvesting primed lymphocytes, expanding them into effector T cells in vitro, and reinfusing the activated cells to boost anti‑tumor immunity.",2,35,0,0.0,22,ok
2025,12419924,16,keyword,"Oncolytic vaccinia virus combined with a personalized tumor antigen vaccine for cancer immunotherapy, followed by isolation of primed T lymphocytes, in‑vitro activation into effector cells, proliferation, and reinfusion as a cell‑based therapeutic strategy.",2,35,0,0.0,22,ok
2025,12419924,16,function,"Search for methods that combine an oncolytic virus with a tumor-derived vaccine to stimulate patient‑specific T lymphocytes, expand and differentiate them in vitro, and re‑infuse effector T cells for enhanced anti‑cancer immunity.",2,36,0,0.0,21,ok
2025,12227247,26,summary,"Search for an adjustable scaffold for automotive chassis assembly featuring front, rear, and center supports that can be manually repositioned in width, length, and height axes via rotating plates and selectable pins for precise positioning.",2,35,0,0.0,23,ok
2025,12227247,26,keyword,"Search for automotive chassis mounting jig with front width‑adjustable support arm using a rotatable plate and multiple offset positioners, rear length‑adjustable clamping arm mounted on a positioning block with interchangeable pins, all integrated on a rigid support frame.",2,40,0,0.0,29,ok
2025,12227247,26,function,"manual adjustable vehicle assembly support frame enabling front width‑direction movement via rotatable plates with varied length positioners, rear length‑direction clamp adjustment through positioning pins, and optional center height‑adjustable support using rotating plate with multiple height positioners",1,39,0,0.0,34,ok
2025,12394967,1,summary,"Search for compact cable termination devices that allow multiple mounting angles, maintain minimum bend radius for Ethernet/fiber cables using snap‑in couplers, incorporate grounding points, and feature a base with angled securing rungs and perforations for cable alignment.",1,39,0,0.0,28,ok
2025,12394967,1,keyword,"High‑density, rotatable cable termination panel with angled mounting, snap‑in coupler connectors, bend‑radius‑preserving twisted‑pair and fiber optic feeds, corrosion‑resistant grounding lugs, and orthogonally oriented cable securing rails for rack, cabinet or wall installation.",3,38,0,0.0,30,ok
2025,12394967,1,function,"Search for a cable termination system that aligns multiple twisted‑pair, fiber, and signal cables in confined spaces, supports snap‑in couplers, maintains bend‑radius compliance, offers adjustable mounting orientations, and provides corrosion‑resistant grounding hooks for equipotential grounding.",3,39,2,0.06896551724137931,29,failed_constraints
2025,12418334,4,summary,"Search for methods enabling a network element to inform a handheld device of selectable frequency or spatial‑frequency basis sets, after which the handset reports its chosen basis vector using combinatorial indexing to minimize feedback overhead.",1,36,0,0.0,24,ok
2025,12418334,4,keyword,"Search for patents describing a wireless communication system where a base station transmits indication bits specifying selectable basis vectors in a codebook, with the basis sets comprising frequency‑domain or spatial‑frequency‑domain components, and the terminal reports chosen bases using encoded bit counts derived from combinatorial log2 values.",3,49,2,0.05714285714285714,35,failed_constraints
2025,12418334,4,function,"Search for wireless communication methods where a base station sends indicator codes listing sets of frequency‑domain or spatial‑frequency basis vectors, the user equipment selects a set and returns a log₂(n choose k)‑bit index, enabling efficient codebook adaptation.",1,41,0,0.0,28,ok
2025,12241460,27,summary,"linear compressor features a threaded rod linked to an elastomeric body that screws onto the piston’s inner circumference, providing robust axial support and multiple flow passages along the rod axis, improving compression efficiency and reducing leakage.",1,37,0,0.0,26,ok
2025,12241460,27,keyword,"linear compressor piston in a cylinder with sliding head and spring‑elastomer body threaded to inner piston surface, axial rod having male‑thread and female‑thread coupling holes, a supporter plate opposite the head, and multiple flow pores along the rod axis.",1,42,0,0.0,30,ok
2025,12241460,27,function,"Search for linear compressors employing a threaded elastic body linking a piston and support plate, enabling piston reciprocation with integrated biasing via multiple flow passages, for high‑pressure sealing and vibration damping in industrial applications.",1,35,0,0.0,25,ok
2025,12278088,1,summary,"Search for a plasma generating system using a coaxial pillar‑shaped dual‑antenna structure with a detachable capacitor linking the feed inputs, aimed at improving RF field induction and impedance control in plasma chemistry chambers.",1,35,0,0.0,24,ok
2025,12278088,1,keyword,"Search patents on dual‑coil plasma antenna featuring coaxial pillar‑shaped RF feed and surrounding hollow cylindrical feed, with detachable capacitor having male/female coupling ends, used in RF‑powered plasma chambers for surface treatment processes.",3,36,1,0.034482758620689655,29,failed_constraints
2025,12278088,1,function,"Coaxial dual‑antenna RF plasma generator with an interconnecting capacitor enabling plasma generation for substrate processing chambers, featuring a pillar and surrounding hollow pillar feed coil arrangement for efficient electromagnetic field induction and controllable impedance matching.",1,36,0,0.0,27,ok
2025,12383932,23,summary,"Prior‑art for a vibration screening device that mounts stacked screen cylinders on a flexible base, connects them to a shared vibrating frame powered by multiple ultrasonic transducers to achieve synchronized motion, and includes adjustable elastic couplings and positioning brackets.",2,40,0,0.0,26,ok
2025,12383932,23,keyword,"Search for ultrasonic vibratory screen apparatus featuring a base frame with integrated elastic coupler, multiple stacked screen cylinders fitted with individual vibrating rings and brackets, and an array of fixed ultrasonic transducers driving a common vibrating frame to harmonize amplitude and frequency across all cylinders.",1,45,0,0.0,32,ok
2025,12383932,23,function,"A vibrating screen assembly with stacked screen cylinders on an elastic support, driven by multiple ultrasonic transducers mounted on a common frame, interconnected by brackets and a telescopic adjustment rod to synchronize vibration amplitude and frequency across all stages.",2,39,0,0.0,25,ok
2025,12221810,35,summary,"Search for a cabinet locking system that uses a knob-controlled latch and an integrated door‑lock arm to engage a securing assembly, preventing hinge movement between cabinet sections while simultaneously locking the door.",1,34,0,0.0,23,ok
2025,12221810,35,keyword,"Search for cabinet locking system with a rotatable knob housing a pocket for a door lock arm, engaging a latch that secures a first section against a rear section, preventing hinge motion and allowing free opening when disengaged.",3,38,0,0.0,24,ok
2025,12221810,35,function,"Search for mechanisms that secure adjacent cabinet halves against hinging using a knob with a pocket that accepts a door lock arm, while a latch engages the second half to prevent rotation unless the lock is disengaged.",3,37,1,0.043478260869565216,23,failed_constraints
2025,12205561,34,summary,"Search for a lightweight metal percussion block whose twelve contiguous edges act as individual resonant bars, each delivering a distinct note when struck, enabling a 24-note cube instrument with spot‑welded construction and stand attachment.",2,36,0,0.0,26,ok
2025,12205561,34,keyword,"Search for 3‑dimensional percussion instruments where a lightweight metal cube or hexahedron has edges that resonate distinct musical notes when struck, featuring multiple playing surfaces, spot‑welded connections, and stand‑mounting connectors.",3,33,0,0.0,22,ok
2025,12205561,34,function,"Search for metal percussion instruments employing a cube or hexahedral design where each of twelve hollow bars constitutes an edge that emits a distinct tone upon impact, and may include a mounting clamp for a stand.",1,36,0,0.0,22,ok
2025,12294088,1,summary,"High‑flexibility, electrolyte‑resistant positive electrode prepared from a non‑aqueous slurry containing a Mannich‑derived coordination polymer with amine groups, lithium‑intercalating active compounds, conductive fillers, and a binder, applied and dried on a collector to yield a low‑cost, highly adhesive battery layer.",2,45,0,0.0,32,ok
2025,12294088,1,keyword,"Search for lithium‑ion battery electrodes comprising a polyphenol‑based Mannich polymer that chelates metal ions, an intercalating lithium active material, conductive carbon particles, a binder, and deposited from an organic solution onto a current collector, emphasizing flexibility, adhesion, electrolyte resistance, and low resistance.",3,44,1,0.03125,32,failed_constraints
2025,12294088,1,function,"Non‑aqueous lithium‑ion battery electrode material comprising a Mannich‑derived polyphenolic metal‑chelating polymer, lithium‑intercalating active matter, conductive particles, binder, formed into a slurry and deposited to create a flexible, adhesive, electrolyte‑resistant positive electrode with low resistance.",3,40,2,0.06451612903225806,31,failed_constraints
2025,12326032,35,summary,"Search for a network‑connected garage‑door gateway that delays received movement commands, monitors the door's motion during that delay, and cancels the command if the door is already moving.",2,31,0,0.0,18,ok
2025,12326032,35,keyword,"Searching for methods and devices with a wireless gateway processor that receives a networked garage‑door command, deliberately delays sending signals to the existing controller, monitors door motion via a sensor during the delay, and cancels the command if movement is detected.",1,42,0,0.0,26,ok
2025,12326032,35,function,"methods for a gateway device that receives remote Internet commands to operate a movable barrier, temporarily postpones actuating the barrier, monitors motion during the wait, and cancels the command if motion is detected to avoid interference.",1,36,0,0.0,22,ok
2025,12359164,15,summary,"Method to improve dissolution of low‑water‑soluble amino acids in cell-support formulations by freeze‑drying them together with carrier constituents, then blending the resulting particles with the remainder of the medium, producing a powdered product that dissolves significantly faster than conventional mixes.",2,44,0,0.0,29,ok
2025,12359164,15,keyword,"Search for co‑lyophilization techniques of cystine and tyrosine with carrier matrices to produce dry powder cell culture media, followed by powder blending and optional milling, yielding mixed particles that increase aqueous dissolution by more than 50 % versus non‑co‑lyophilized formulations.",3,42,3,0.0967741935483871,31,failed_constraints
2025,12359164,15,function,"Search for methods to enhance dissolution of low-solubility amino acids such as cystine or tyrosine in dry powder formulations using co-freeze‑drying with carrier components, then blending with other nutrients and optionally milling to increase aqueous solubility by at least 50%.",2,43,0,0.0,29,ok
2025,12399157,10,summary,"Identify a method that measures benzene, toluene, ethylbenzene, and xylene isomers in industrial aromatics‑processing streams by employing a carbon‑based chromatographic column and a gradient solvent comprising a water/organic‑acid mixture plus alcohol to achieve high xylene isomer resolution.",2,41,0,0.0,29,ok
2025,12399157,10,keyword,"high‑performance liquid chromatography of benzene, toluene, ethyl benzene, and xylene isomers from aromatics recovery streams using a porous graphitic carbon column, a gradient of formic‑acid aqueous phase and methanol, UV/fluorescence detection.",3,34,7,0.28,25,failed_constraints
2025,12399157,10,function,"How to quantify benzene and toluene along with ethyl benzene and the xylene isomers in aromatics recovery streams using HPLC with a carbon‑based column and a mobile phase that shifts from an organic‑acid‑in‑water component to pure alcohol and back, enhancing isomer resolution?",3,46,3,0.10714285714285714,28,failed_constraints
2025,12272872,3,summary,"A microwave antenna system that uses a mechanically‑mated waveguide pair with a controlled inter‑component separation, where the chosen spacing partitions overall dimensional tolerance, preserving signal integrity while incorporating concentric RF chokes.",3,33,0,0.0,24,ok
2025,12272872,3,keyword,"Microwave RF waveguide system with engineered mechanical connectors that enforce a controlled inter‑component gap, selected to partition cumulative tolerance stacks and reduce secondary gap dimensions between waveguide elements and associated radio hardware; including concentric choke structures and undercut recesses for impedance matching.",2,43,0,0.0,33,ok
2025,12272872,3,function,"mechanical coupling that imposes a predetermined separation between waveguide parts to constrain tolerance stack and maintain RF performance, featuring a concentric choke zone for microwave antenna systems.",3,27,0,0.0,19,ok
2025,12282625,6,summary,"Search for methods to enhance touch sensing in display devices using dual-phase driving of electrodes separated at a point, where a driver amplifies signals from opposing electrodes and introduces a controlled phase shift through a delay element for improved detection.",2,41,0,0.0,26,ok
2025,12282625,6,keyword,"Search for displays with touch electrodes on a screen where a touch driver sends first and opposite‑phase driving signals to electrodes on either side of a reference point, uses an amplifier with dual inputs, and includes a phase‑shift network between a second line and the amplifier input.",2,49,0,0.0,29,ok
2025,12282625,6,function,"search for display systems with electrode-driven touch sensing that use complementary phase signals across a defined junction, enabling precise multi-point detection with enhanced signal isolation via phase delay and amplification.",1,32,0,0.0,24,ok
2025,12228699,9,summary,"Compact multi‑element lens assembly with alternating positive and negative powers, constrained effective radius ratios and first‑lens thickness relative to the system length, achieving a near‑unit imaging‑plane‑to‑focal‑length proportion for improved aberration control.",1,38,0,0.0,28,ok
2025,12228699,9,keyword,"Search for a five‑lens stack with alternating positive and negative powers, first lens convex back in the paraxial zone, final‑to‑first effective aperture ratio below 0.65, first‑lens thickness 5–10 % of total object‑to‑image span, and that span 80–95 % of effective focal length.",2,49,0,0.0,33,ok
2025,12228699,9,function,"Find multilens imaging arrangements using alternating converging and diverging elements, where the ratio of the last lens's rim radius to the first lens's rim radius is ≤0.65, the first lens thickness is 5‑10% of the total front‑to‑image distance, and that distance is 80‑95% of the system focal length.",3,55,0,0.0,30,failed_constraints
2025,12421265,17,summary,"Method to separate liquid lignin from raw biomass by dissolving it in a polar solvent under acidic catalysis and high pressure that keeps the solvent liquid, enabling efficient lignin extraction at moderate temperatures.",1,33,0,0.0,21,ok
2025,12421265,17,keyword,"Process generating a crude lignin extract from lignocellulosic biomass via acidified polar organic medium in a pressure vessel, employing compressed gas to maintain liquid state, operating 100–210 °C, <200 bar, residence ≤240 min, water ≤10 wt %, ligand/solvent ratio 1:1.5–9.",2,44,0,0.0,32,ok
2025,12421265,17,function,"How can a lignocellulosic feedstock be dissolved in a polar solvent with an inorganic acid under moderate high pressure to maintain liquid phase, producing a raw lignin extract that is processed into high‑value biochemicals within 100‑210 °C and <200 bar?",2,42,0,0.0,27,ok
2025,12345846,10,summary,Search for a system combining an acoustic transducer array and a magnetic detector mounted on a two‑wing support structure to reduce sensor interference while detecting submerged or partially buried objects.,2,31,0,0.0,20,ok
2025,12345846,10,keyword,"Search for subsurface detection rigs featuring towed platforms equipped with dual‑winged support assemblies carrying phased‑array acoustic emitters and fluxgate magnetometers, separated to minimize electrical coupling, constructed from stainless steel or titanium, and able to control dive depth via hydraulic flaps.",2,42,0,0.0,32,ok
2025,12345846,10,function,Search for systems combining underwater towed platforms equipped with acoustic arrays and magnetic sensors mounted on multi‑wing support structures that minimize acoustic‑magnetic interference for detection of buried or submerged objects while controlling subsurface depth.,3,36,1,0.038461538461538464,26,failed_constraints
2025,12205179,1,summary,"Search for a non‑grid energy marketplace and monitoring system that uses sensors placed between a central panel and individual unit panels in a building to collect time‑series data on grid and alternative power usage, processes it via a gateway, and calculates unit‑level renewable consumption.",3,47,3,0.0967741935483871,31,failed_constraints
2025,12205179,1,keyword,"multi‑tenant residential building with individual branch circuit sensors, rooftop PV and battery sensor, utility meter coupler, smart gateway, cloud processor to aggregate real‑time consumption and generation streams for each dwelling unit to compute renewable utilization and net grid exchange.",2,41,0,0.0,32,ok
2025,12205179,1,function,"Distributed non‑grid energy marketplace system employing gateways linked to unit‑level sensors, remote‑network data processors, and production meters to capture, relay, and analyze time‑series consumption and generation, enabling per‑unit non‑grid energy accounting in residential or commercial buildings.",3,42,4,0.125,32,failed_constraints
2025,12379459,10,summary,"Searching for methods that detect when a vehicle enters a radar interference zone, compute the overall radar power density of the vehicles present, and adjust the affected vehicle’s radar power, speed, or heading to reduce interference and improve safety.",2,40,0,0.0,24,ok
2025,12379459,10,keyword,in‑vehicle radar control method target interference zone vehicle cluster; adjust radar transmit power or vehicle speed/steering; compute radar density impact of incoming vehicle; dynamic power allocation; automotive radar signal interference mitigation; safety‑enhancing vehicle‑to‑vehicle communication,2,39,0,0.0,33,ok
2025,12379459,10,function,"Search for methods that adjust in-vehicle radar power or vehicle speed/direction to mitigate interference from other vehicles entering a defined area, using cluster detection and density analysis of radar return amplitudes.",2,33,0,0.0,22,ok
2025,12230422,4,summary,"Search for automatic configuration of electronic modules within a wiring harness, where each module queries its connection point ID, receives the identifier, retrieves the associated configuration data, and self‑configures for plug‑and‑play operation in aviation.",3,37,0,0.0,24,ok
2025,12230422,4,keyword,"Search for methods of configuring avionics power distribution systems employing a wiring harness with multiple connection points, where electronic modules autonomously request connection‑point identifiers, receive them via the harness, and automatically load configuration data specific to each point.",3,39,0,0.0,28,ok
2025,12230422,4,function,"search for systems where electronic modules attach to wiring harness, request and receive unique connector identifiers, then auto-configure operation accordingly",2,21,0,0.0,15,ok
2025,12243911,8,summary,"Device for isolating signals between voltage domains: an isolation die with bonded pads affixed to a first substrate, encapsulated, then mounted onto a second substrate whose terminals connect to the first, with distinct plating and further encapsulation, enabling galvanic isolation.",2,40,0,0.0,28,ok
2025,12243911,8,keyword,"Search for isolation die with bonded pads mounted on a plated first lead frame, encapsulated, then placed on a pre‑molded second lead frame with a different plating, forming a multilayer packaged isolation device for split‑voltage substrates.",3,38,6,0.23076923076923078,26,failed_constraints
2025,12243911,8,function,"Search for multilayer semiconductor isolation assemblies that mount an isolated die with bonded pads onto an intermediate lead frame, encapsulate the die‑lead structure, then attach the resulting package to a second lead stack through selective pad‑lead connections, using different plating materials and optional pre‑encapsulated substrates.",3,48,1,0.027777777777777776,36,failed_constraints
2025,12367238,6,summary,"A system merges free‑form text input with simultaneous visual‑frame and transcript‑keyword search on loaded videos, using cross‑modal embedding similarity to generate side‑by‑side scrollable result tiles that, when selected, jump to matching video segments.",1,39,0,0.0,28,ok
2025,12367238,6,keyword,"Multimodal video search platform featuring free‑form text query, visual frame embeddings, shared embedding space, nearest‑neighbor retrieval, parallel text transcript matching, tile‑based scrollable results, and click‑driven navigation to transcript segments.",1,33,0,0.0,29,ok
2025,12367238,6,function,"systems or methods enabling a free‑form natural language query to simultaneously perform a visual similarity search against video frames using shared embeddings and a concurrent transcript or tag search, displaying results as interactive tiles that navigate to the corresponding transcript segment.",2,42,0,0.0,29,ok
2025,12392208,35,summary,"Search for a downhole tool that uses a rotating mandrel with sliding cones and a movable control pin guided by interlocked radial slots, enabling selective engagement and disengagement of slip assemblies to securely anchor or release tubing and casing while improving fluid flow.",1,43,0,0.0,28,ok
2025,12392208,35,keyword,"Search for well completion tools with a mandrel featuring external cone sections, slip‑assembly housings, and a control body incorporating interlinked run and set slots that guide a rotating control pin for anchoring or releasing the tool within a casing.",1,40,0,0.0,26,ok
2025,12392208,35,function,"Search for a tubular deployment device that uses a rotating outer housing and an internally positioned pin to transition between a released and engaged state, engaging slip assemblies with casing via tapered cones while enhancing fluid circulation.",2,37,0,0.0,25,ok
2025,12230565,8,summary,"A capacitor cell fabrication method forming trench‑filled isolated conductors partly covered by dielectric layers, then selectively siliciding exposed and covered sections to create dual‑electrode structures, thereby enhancing capacitance density while minimizing parasitic capacitance in integrated circuits.",1,38,0,0.0,31,ok
